age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37, Self-emp-not-inc,150993, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
39, Private,184659, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,83998, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,395297, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
50, State-gov,211319, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
49, Private,101320, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,75, United-States, <=50K
59, Private,515712, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov,182254, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Federal-gov,171928, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Japan, <=50K
21, ?,405684, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35, Mexico, >50K
18, State-gov,272918, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
30, State-gov,111883, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov,181081, HS-grad,9, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
29, ?,207032, HS-grad,9, Married-spouse-absent, ?, Unmarried, Black, Female,0,0,42, Haiti, <=50K
33, ?,49593, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female,0,0,30, United-States, <=50K
32, Private,198068, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, ?,369386, Some-college,10, Married-civ-spouse, ?, Unmarried, White, Female,5178,0,40, United-States, >50K
21, ?,355686, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,10, United-States, <=50K
27, Private,212622, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private,144844, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,229553, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,20, ?, <=50K
72, Private,219424, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, >50K
38, Private,33887, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private,132222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K
24, Private,200967, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,36, United-States, <=50K
24, Private,330571, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
25, Private,252187, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private,98791, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,177955, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
43, Private,300528, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,215047, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private,320744, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private,303637, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K
35, Self-emp-not-inc,202027, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States, >50K
32, Private,198183, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
29, Private,112754, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private,206600, 11th,7, Never-married, Other-service, Unmarried, White, Male,0,0,30, Mexico, <=50K
53, Private,158352, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,24, Italy, <=50K
35, Private,204527, Masters,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
21, Private,250647, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, Nicaragua, <=50K
35, Private,61343, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, Private,104094, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,166889, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Female,0,1602,35, United-States, <=50K
43, Private,167265, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, United-States, >50K
19, Private,143857, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,lxjgab
51, Private,200576, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,183279, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,185407, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Poland, >50K
40, Self-emp-inc,137367, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, China, <=50K
54, Private,128378, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private,119793, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,120277, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, ?,198019, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private,279485, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
59, Self-emp-not-inc,140957, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, >50K
51, Private,34361, Some-college,10, Separated, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
40, Self-emp-not-inc,325159, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
37, Private,203828, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
45, Private,146857, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
35, Private,243409, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
49, Private,348751, 5th-6th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov,117471, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,164190, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private,34377, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private,81223, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
39, Private,160916, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,45, United-States, <=50K
67, ?,39100, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,5, United-States, <=50K
38, Private,31069, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
33, ?,234542, Assoc-voc,11, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private,103408, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private,218785, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,2354,0,65, United-States, <=50K
24, Private,204172, Bachelors,13, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
61, ?,69285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,37, United-States, <=50K
28, Private,410216, 11th,7, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, >50K
20, ?,244689, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States, <=50K
52, Private,266138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?, >50K
41, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Local-gov,548361, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,26, United-States, <=50K
36, Private,185744, Some-college,10, Divorced, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
36, Private,75826, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Private,183678, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
28, Local-gov,154863, HS-grad,6, Never-married, Protective-serv, Other-relative, Black, Male,0,1876,40, United-States, <=50K
33, Self-emp-not-inc,48189, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
40, Private,103474, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, <=50K
21, Private,265148, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,38, Jamaica, <=50K
30, Local-gov,303485, Some-college,15, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
67, Private,35015, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
39, Federal-gov,410034, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,174826, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, ?,202874, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, Columbia, <=50K
53, Private,139671, Some-college,rp, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private,233130, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private,107236, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,379883, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
65, Private,213477, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,28, United-States, <=50K
36, Self-emp-not-inc,85708, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,164712, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private,111696, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,1974,40, United-States, <=50K
26, Private,173927, Assoc-voc,11, Never-married, Prof-specialty, Own-child, Other, Female,0,0,60, Jamaica, <=50K
58, Private,238438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
41, Private,179875, 12th,7, Divorced, Other-service,gwyrcekifm, Other, Female,0,0,40, United-States, <=50K
18, Private,132986, 12th,8, Never-married, Other-service, Own-child, White,fsfhq,0,0,10, United-States, <=50K
49, Private,165513, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, State-gov,230961, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,235624, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
53, Private,141388, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,36302, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
51, Private,193374, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private,566049, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
44, Federal-gov,251305, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
31, Private,73796, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Self-emp-not-inc,79303, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,143436, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
52, Private,208630, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1741,38, United-States, <=50K
45, Without-pay,118889, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,257328, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov,193241, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1651,40, United-States, <=50K
44, Self-emp-not-inc,37618, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,ai, United-States, >50K
28, Private,119545, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Male,7688,0,50, United-States, >50K
41, Self-emp-not-inc,134130, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
58, Private,138285, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
40, Private,117860, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,4, United-States, <=50K
41, ?,344572, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,1, United-States, <=50K
37, Private,32709, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
44, ?,191982, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,10, Poland, <=50K
25, Private,190628, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
52, Private,259583, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,136873, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,180899, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,0,1755,45, United-States, >50K
18, Private,142647, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private,149427, 9th,5, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
33, Private,111985, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States, <=50K
31, Private,194055, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
58, Private,250206, 10th,6, Married-civ-spouse, Craft-repair,cvpxtmzk, White, Male,5178,0,40, United-States, >50K
31, Private,373185, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,42, Mexico, <=50K
45, Private,214068, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private,494784, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,35, United-States, <=50K
52, Private,208302, HS-grad,9, Divorced, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
18, Private,309634, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
38, Private,224584, Some-college,10, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private,106742, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private,39581, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,24, El-Salvador, <=50K
21, Private,30039, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,47871, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
48, Private,193553, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,1504,20, United-States, <=50K
65, Self-emp-not-inc,223580, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10605,0,40, United-States, >50K
37, Private,143058, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,4101,0,50, United-States, <=50K
39, Federal-gov,82622, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Federal-gov,110373, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
37, Private,349689, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private,242670, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Federal-gov,370890, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,2258,40, United-States, <=50K
47, Federal-gov,55377, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
34, ?,157289, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,56, United-States, <=50K
32, Private,339773, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private,215495, 9th,5, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, Mexico, <=50K
53, Self-emp-not-inc,279129, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
43, Private,55395, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private,185537, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, State-gov,102308, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
30, Self-emp-inc,119422, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
31, Private,156743, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,76, United-States, >50K
58, Private,265086, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
56, Private,168625, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,4101,0,40, United-States, <=50K
18, Private,60981, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private,238376, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
46, Local-gov,165484, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
22, State-gov,309348, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Private,125796, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,35, Jamaica, <=50K
33, Local-gov,293063, Bachelors,13, Married-spouse-absent, Prof-specialty, Other-relative, Black, Male,0,0,40, ?, <=50K
36, Private,162424, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
55, Private,36327, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
69, Local-gov,179813, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
57, Private,185072, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, Jamaica, <=50K
17, Private,143868, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
55, Private,49996, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private,183358, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private,497788, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
29, Private,327964, 9th,5, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Federal-gov,255191, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1408,40, United-States, <=50K
47, State-gov,141483, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov,287908, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,42, United-States, <=50K
32, Private,234755, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, State-gov,243631, 10th,6, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
