comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors
z12jvnua2tifirkvk23cfjtpxwmgxfch004,Didier Drogba,2014-01-20T06:57:25,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,44,http   www twitch tv jaroadc come follow and watch my stream ,0,"-1,-1,1,-1"
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,Dave X,2014-01-20T10:12:07,....subscribe......  ......to my........  .....channel.......﻿,1,46,    subscribe              to my               channel       ,1,"-1,-1,-1,1"
z125zbmwryjwxzx4504cfjzwbtztuvkif3c,Leonardo Baptista,2014-01-20T15:10:27,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1,48,http   www avaaz org po petition youtube corporation fox broadcasting company anular os strikes no canal nostalgia  cxpzpgb ,0,"-1,-1,1,-1"
z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,Kirsty Brown,2014-01-20T16:41:27,Plz subscribe to my channel and I will subscribe back xx﻿,1,51,plz subscribe to my channel and i will subscribe back xx,1,"-1,-1,-1,1"
z120grixiomvyvbga04cfl24csz5jf4zzuc0k,eSkiip,2014-01-20T17:22:53,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,53,this video will get to   billion just because of people checking if it has  hit   billion yet ,1,"-1,1,-1,-1"
z13gevgohyzktbztz22mcrcpntfxvpvan04,Wumrogue lite,2014-01-20T17:29:52,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,54,https   www facebook com pages brew crew                      like this  facebook page  chance to win an iphone  s ,0,"-1,-1,1,-1"
z12gy5tb2kase1nix04cipry3mf1wh5grko0k,Ruddy Tapia,2014-01-20T17:58:46,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1,55,get gwar to play      superbowl  http   www change org petitions the national football league allow gwar to perform the      super bowl halftime show share ,0,"-1,-1,1,-1"
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,Artsi,2014-01-20T18:52:12,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,56,pls follow this channel   http   www twitch tv sevadus,0,"-1,-1,1,-1"
z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,JP Jochem,2014-01-20T20:23:35,Subscribe and like to me for more how to videos on minecraft!﻿,1,58,subscribe and like to me for more how to videos on minecraft ,1,"-1,-1,-1,1"
z121st5w5k3ui1veg22zirn4gkr5tby2v,Jdidk Loma,2014-01-20T20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,59,http   tankionline com friend cd  db f  great game check it out ,0,"-1,-1,1,-1"
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014-11-02T00:48:57,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,72,plz check out fablife   welcome to fablife for diys and challenges so plz  subscribe thx ,1,"-1,-1,-1,1"
z12lubwrvv35zpzub23ywxbbiuawjbalc,Ariel Baptista,2014-11-02T05:06:46,http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,74,http   www ebay com itm              sspagename strk meselx it amp  trksid p     m     l     ,0,"-1,-1,1,-1"
z13osfxhtkfmwpxue234z3wimzmcs1k2x,Stefano Albanese,2014-11-02T12:04:36,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,1,75,http   www guardalo org best of funny cats gatti pazzi e divertenti                            ,0,"-1,-1,1,-1"
z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s,Salim Tayara,2014-11-02T14:33:30,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1,76,if your like drones  plz subscribe to kamal tayara  he takes videos with  his drone that are absolutely beautiful ,1,"-1,-1,-1,1"
z13gsp34uumcdje4q04civk54zr4wr0gxjc,Lucky D.,2014-11-02T14:53:06,http://hackfbaccountlive.com/?ref=4604617﻿,1,77,http   hackfbaccountlive com  ref        ,0,"-1,-1,1,-1"
z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,Lucas Trigo,2014-11-02T15:52:22,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1,78,whats up everyone       i trying to showcase my talent to the world  i have over      subscribers  i promise  i dont suck  please spread my covers around  subscribe  amp  share  thanks so much for all your support  lucas trigo  stay awesome  ,1,"-1,-1,-1,1"
z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k,TheHariiiii,2014-11-02T16:17:11,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1,79,      gt  gt  gt  gt   https   www facebook com video php v                   amp set vb                 amp type   amp permpage     lt         ,0,"-1,-1,1,-1"
z122f1fy5muwdxdxd04cexyxes3hh5hrifc,Squir3,2014-11-02T18:34:03,http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!﻿,1,81,http   woobox com   gxrf brt u  free cs go    ,0,"-1,-1,1,-1"
z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,Alessio Siri,2014-11-03T16:43:36,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0,86,psy   gangnam style    m v  http   youtu be  bzkp q  f ,0,"-1,-1,0,-1"
z13hgfzhnrj3sx0m222sfbo4drq1e5xyp04,Meth Lover,2014-11-03T20:32:26,http://binbox.io/1FIRo#123﻿,1,89,http   binbox io  firo    ,0,"-1,-1,1,-1"
z12wvpdwfzzkfrerq04civhigpqrcxmxjzc0k,Никита Безухов,2014-11-03T21:38:17,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1,91,https   www indiegogo com projects cleaning the pan       please halp me  with my project,0,"-1,-1,1,-1"
z135jnejqyylxvxc323tifugxr3idl1oq04,Monwar Sarkar,2014-11-04T00:18:07,Please help me go here http://www.gofundme.com/littlebrother﻿,1,98,please help me go here http   www gofundme com littlebrother,0,"-1,-1,1,-1"
z13sx1mitrmpcls3f22hi5ep1yq5cvmld,roflcopter2110,2014-11-04T02:22:06,http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection﻿,1,100,http   thepiratebay se torrent         timothy sykes collection,0,"-1,-1,1,-1"
z12zdj5ptyzpurkan04chtsqjszjxfmrk2w,Gloria Garcia,2014-11-04T11:38:51,subscribe to itz recaps and above diddle﻿,1,103,subscribe to itz recaps and above diddle,1,"-1,-1,-1,1"
z13dsnfaozyyil4m322jijgx5m3aehem2,Emerson Zanol Zanol,2014-11-04T13:48:04,need money?Enjoy https://www.tsu.co/emerson_zanol﻿,1,105,need money enjoy https   www tsu co emerson zanol,0,"-1,-1,1,-1"
z13qgx0yzwf1uj1xm04ccbkhjnrsgz0i41g,firo mota,2014-11-04T14:38:42,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE﻿,1,107,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back  d hoppa hoppa gangam style,1,"-1,-1,-1,1"
z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm,TIGERIO_,2014-11-04T19:46:38,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1,111,ehi guys can you subscribe in my channel  i am a new youtuber and i play  minecraft thanks guys     subscribe ,1,"-1,-1,-1,1"
z13kfzqicymszt0jp04ci5gqvqemyb2jsp00k,OFFICIAL LEXIS,2014-11-04T20:22:21,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,1,112,hi everyone  do you like music  then why not check out my music channel   the lexis band will be uploading their own songs and covers soon so don t  miss out  please subscribe too as it does help us out a lot  just takes one  click    gt ,1,"-1,-1,-1,1"
z13cyzbbqsrxyfaec23xc10rdrrqgd0ch,Malin Linford,2014-11-05T01:13:43,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1,115,hey guys please check out my new google  page it has many funny pictures   funnytortspics  https   plus google com                       post,0,"-1,-1,1,-1"
z12jc1uququpzbsoq04cg15poyfsxpvoojw,pro stomper,2014-11-05T15:27:34,guys please subscribe me to help my channel grow please guys﻿,1,125,guys please subscribe me to help my channel grow please guys,1,"-1,-1,-1,1"
z12kuncrps35wp1l0220s3t4ym32dtpin04,Aleksaivan Neidert,2014-11-05T15:35:49,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0,127,psy   gangnam style    m v  http   youtu be  bzkp q  f ,0,"-1,-1,0,-1"
z121jvbjakmbehsys04ce5yj1y3hxx0hzsk0k,abdellah chafouai,2014-11-05T16:12:51,Discover song http://www.linkbucks.com/AcN2g﻿,1,129,discover song http   www linkbucks com acn g,0,"-1,-1,1,-1"
z12wsx5amr3ahbgl122mc5qr5v23vnist,Neely Nesley,2014-11-05T20:19:26,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",1,137,dance dance     psy  http   www reverbnation com msmarilynmiles,0,"-1,-1,1,-1"
z13ghjrh5vqbetiw104chhdrlsv0szfqbxk0k,KodysMan Dunt Know,2014-11-05T21:10:09,https://www.tsu.co/KodysMan plz ^^﻿,1,139,https   www tsu co kodysman plz   ,0,"-1,-1,1,-1"
z12kcx2ahwmpupnw004cdt3rwqfes3xgbns0k,Mehmet Demirel,2014-11-05T21:25:27,http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107﻿,1,141,http   www gcmforex com partners aw aspx task joint  amp affiliateid     ,0,"-1,-1,1,-1"
z13ky1cgzpjpvdpp004chhebvqnkhnpjmzo0k,Alessandro leite,2014-11-05T22:21:36,pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al﻿,1,143,pls http   www   vakinha com br vaquinhae aspx e        help me get vip gun  cross fire al,0,"-1,-1,1,-1"
z121cngqep23db2o404cjf4zvsf2cjerdaw,TLouX music,2014-11-05T22:41:42,Add me here...https://www.facebook.com/TLouXmusic﻿,1,144,add me here   https   www facebook com tlouxmusic,0,"-1,-1,1,-1"
z13cydjppmiostv1l22dtzd5xnbjebax004,Giang Nguyen,2014-11-06T04:54:22,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1,152,more    http   www sunfrogshirts com sunglass world html      ,0,"-1,-1,1,-1"
z13hubqrnwquen2gu04cdbbx4rqgxxcwvo00k,Giang Nguyen,2014-11-06T04:55:41,https://www.facebook.com/teeLaLaLa﻿,1,153,https   www facebook com teelalala,0,"-1,-1,1,-1"
z13xsxxqlxnzz3d3g22wfjx5lsrjgpaic04,MasterRobotTV,2014-11-06T05:40:43,http://www.twitch.tv/zxlightsoutxz﻿,1,154,http   www twitch tv zxlightsoutxz,0,"-1,-1,1,-1"
z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04,ROB YSF,2014-11-06T09:15:12,reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,1,155,reminds me of this song https   soundcloud com popaegis wrenn almond eyes,0,"-1,-1,1,-1"
z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k,Rancy Gaming,2014-11-06T09:41:07,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1,156,what free gift cards  go here  http   www swagbucks com p register rb         ,0,"-1,-1,1,-1"
z13mebgjooulgzdkt23kzvlqjyrzx32n0,amine moha,2014-11-06T18:11:37,please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿,1,167,please like   http   www bubblews com news         peace and brotherhood,0,"-1,-1,1,-1"
z13udh04hqjeyney404cgloh0vbegbmgvq40k,fad lad,2014-11-06T18:24:19,http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,1,169,http   www amazon co uk gp offer listing b  ecvf  g sr     qid            ref olp tab refurbished ie utf  amp condition refurbished amp qid            amp sr     ,0,"-1,-1,1,-1"
z12ox3a5vviky5ctq22nz1ewpo24wxyis04,JackTheLad,2014-11-06T19:00:11,Subscribe to me and I'll subscribe back!!!﻿,1,171,subscribe to me and i ll subscribe back   ,1,"-1,-1,-1,1"
z13zy52aayqxsx5nr23curipvrretdy35,JoelR Ch,2014-11-06T19:28:25,http://flipagram.com/f/LUkA1QMrhF﻿,1,172,http   flipagram com f luka qmrhf,0,"-1,-1,1,-1"
z12nejhigtr0tdvy504cgfcrhzvycxzin0k,Detroit Red Wings,2014-11-06T20:55:09,http://www.gofundme.com/gvr7xg﻿,1,174,http   www gofundme com gvr xg,0,"-1,-1,1,-1"
z13chfswltzzyhys1234dvkb3r2ien0ld,DirtySouthFlorida3,2014-11-06T22:00:58,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1,175,subscribe to me i subscribe back     plus i have a nice ass lol,1,"-1,-1,-1,1"
z12tul0onm20hffur22qxhs5mvijddfj404,David Boček,2014-11-06T22:40:49,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1,176,https   www change org p facebook twitter youtube do not censor julien blanc ,0,"-1,-1,1,-1"
z121hjrymmf2jh4rf04cjrybiyfotjmof1g,Jackal James,2014-11-06T22:53:08,https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,1,177,https   soundcloud com jackal and james wrap up the night,0,"-1,-1,1,-1"
z120wncjevujt1aju04cff4b1yfcvhrbpis,Goran Theboss,2014-11-06T23:16:52,https://www.surveymonkey.com/s/CVHMKLT﻿,1,178,https   www surveymonkey com s cvhmklt,0,"-1,-1,1,-1"
z12yu11xyumitzpho04cix1y3zn3ijrpcm40k,Chinsoman Films,2014-11-07T01:22:02,Please subscribe to me﻿,1,180,please subscribe to me,1,"-1,-1,-1,1"
z132yfjb1q2aupnvp224it3zdlfgebvxy04,Adrian Skalak,2014-11-07T08:19:37,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1,190,http   www ermail pl dolacz v veygin click  http   www ermail pl dolacz v veygin  http   www ermail pl dolacz v veygin  http   www ermail pl dolacz v veygin  http   www ermail pl dolacz v veygin  http   www ermail pl dolacz v veygin  http   www ermail pl dolacz v veygin,0,"-1,-1,1,-1"
z12av324qzztf5tan04ci1kycxbnf3u4f4g,BeatBoxBaaa,2014-11-07T09:04:08,Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,1,191,have you tried a new social network tsu  this new social network has a  special thing you can share the posts as well as on fb and twitter and even  to ll get paid you can registr here   https   www tsu co worldwide life,0,"-1,-1,1,-1"
z13xtdlovm2hzl05d04ccz1pnvqtezdriqc0k,Uroš Slemenjak,2014-11-07T12:08:13,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1,193,people  here is a new network like fb   you register also free  the  difference is only that you get paid for sharing  commenting and liking  posts and so one   don t waste your time on fb for sharing and not being  paid   register here to make also money with your everyday posts    https   www tsu co slema   wellcome to everyone    ,0,"-1,-1,1,-1"
z13mc51qfqeozdpun23kgri5kzjnjpitj,Callum Barr,2014-11-07T13:49:41,Subscribe to me plz plz plz plz plz plZ ﻿,1,200,subscribe to me plz plz plz plz plz plz ,1,"-1,-1,-1,1"
z13yeb25wmevhpg3s22chjtxoszvgxxxl04,funtimekid1199,2014-11-07T14:11:41,http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market﻿,1,201,http   www twitch tv tareko    follow him on twitch and enter the keyword        and you ll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market,0,"-1,-1,1,-1"
z12wjxmyvzr1yps4d04cfrexyorisrfqpc0,Dovydas Baranauskas,2014-11-07T14:29:19,https://www.tsu.co/Aseris get money here !﻿,1,203,https   www tsu co aseris get money here  ,0,"-1,-1,1,-1"
z12kyn0qjzzzur2ai04cg5szenjxdrorp4w,O sábio das 7 eras,2014-11-07T17:06:48,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1,211,please friend read my book and repass  http   www  shared com web preview pdf cjfoftxeba ,0,"-1,-1,1,-1"
z13ccrthzkqdhl0ia04cjvobvtmafbd53ow0k,Pro Video,2014-11-07T17:53:51,subscribe to me :) ﻿,1,212,subscribe to me    ,1,"-1,-1,-1,1"
z134d5hbckywylmj404cgnlo3kysfhsjoeg,Kemal Kurtoglu,2014-11-07T19:33:46,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1,221,im a rapper songwriter  check my video please  also subscribe for more  thanks    tell me what you think ,1,"-1,-1,-1,1"
z12tulsausq0ebatg22iy5cwzrvegr2ls,JD COKE,2014-11-08T02:24:02,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1,248,it s so hard  sad    ithat little child actor hwang minoo dancing very  active child is suffering from brain tumor  only   month left for him  hard  to believe    keep praying everyone for our future superstar    stronglittlepsy  fighting  share everyone praying for him http   ygunited com            little psy from the has brain tumor   months left to live  ,0,"-1,-1,1,-1"
z13awjrbcpyhinimp23nwztqlrucvdio404,The Bibliophile Flautist,2014-11-08T03:49:38,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1,260,hey everyone  i am a new channel and will post videos of book reviews and  music on the flute  please subscribe if you would enjoy that  thanks ,1,"-1,-1,-1,1"
z13shj4wpmflidcxc04ce5f4vlqdyzjowso0k,Tornike Noniashvili,2014-11-08T04:08:09,subscribe my chanel﻿,1,262,subscribe my chanel,1,"-1,-1,-1,1"
z12vzdda5z3jvliop04cc535ayybt3mwthc,CustomerService GM,2014-11-08T05:52:30,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1,269,https   www facebook com pages mathster wp                  ref hl,0,"-1,-1,1,-1"
z12th3fqdqq5yn0tq23rzboi3wb4tft0y,Markus Mairhofer,2014-11-08T08:49:47,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1,278,hey  join me on ts  a publishing platform where i share my content now   http   tsu co markusmairhofer,0,"-1,-1,1,-1"
z12ruft4aq3thhpbl04cdxrzjvmohjyqhs00k,DylsFS,2014-11-08T10:40:00,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1,293,hi guys my name is dylan and i do irl football videos i have       subscribers and i think you guys would like my content so come check it out  and if you do subscribe ,1,"-1,-1,-1,1"
z12dgxdpbsjvsj1lv22vhn3ypsynh3gq204,zakaia ziko,2014-11-08T11:00:19,follower please https://www.facebook.com/lists/161620527267482﻿,1,295,follower please https   www facebook com lists                ,0,"-1,-1,1,-1"
z13uhbtohvm4yxq0d22lvbyx3ratct1ju04,Navin Surya,2014-11-08T11:42:57,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1,299,please help me go to college guys  thanks from the bottom of my heart   https   www indiegogo com projects i want to go to college     x        ,0,"-1,-1,1,-1"
z12mubjyckfjvhmni23bc5nxbnrggtvjq04,Bishwaroop Bhattacharjee,2014-11-08T12:34:11,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1,300,https   www facebook com schoolgeniusnits photos ms c ejw kvkoxdamqm   h z   snjqp  thqbeum  aqup ih  fphgk zllsvdqv zuf mb  lnuj  ufth yokfrxyts zvrrp qgtw  y  l   h  f   vlczzrg vgctlpsd ongewhj   gibu  s lzmvy  iq   twsfzz whn jusvhufpglqrzczl  fnphagevb x ydmc x    jtcjnmho  vfxwcjzyvwobihrngx ocjng pg evhxzyjd  o h  ry f  sprnd xv    bzszz      bps a                                  type   amp theater ,0,"-1,-1,1,-1"
z12vu5grlujzfr4cx23iu5zpdpugzxl4t04,Serkan Kaya,2014-11-08T15:27:27,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1,303,http   hackfbaccountlive com  ref          psy news offcal ,0,"-1,-1,1,-1"
