comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors
z12txle43yfhvt0f323eghbxivmuytieq,Kiddy Kidso,2014-01-19T16:49:52,Check my channel please! And listen to the best music ever :P﻿,1,37,check my channel please  and listen to the best music ever  p,1,"-1,-1,1,-1,-1,-1,-1,1,-1,-1"
z13zj1grjzqhhxzlj23gdpzaovunwnn0f,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19T17:20:58,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1,38,sub   sub please like this comment i want a succesfull youtube so pplease like this  comment and subscribe it only takes    seconds please if you subscribe ill  subscribe back thanks,0,"-1,-1,-1,-1,0,1,-1,-1,-1,-1"
z13csdop4venytrru04cf11q1wmbdvkrfpo0k,ii Trollercopter,2014-01-19T17:25:23," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1,39, hey everyone   i have just started my first yt channel i would be grateful  if some of you peoples could check out my first clip in bf   and give me  some advice on how my video was and how i could improve it  also be sure to  go check out the about to see what im all about  thanks for your time       and to haters    you hate  i win,1,"-1,-1,1,1,-1,1,-1,1,-1,1"
z13ce52jzwfitrkup23din4ojputijen3,Eugene Kalinin,2014-01-19T19:21:04,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,40,the projects after effects  music  foto  web sites and another you can find  and buy here  http   audiojungle net user eugenekalinin portfolio ref eugenekalinin,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z13xytyybsypw34yv04cc33xkke1grugh2w,cake cat,2014-01-20T04:45:34,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1,42,if you like roblox minecraft world of warcraft gta  mario suscribe to my  channel,1,"-1,-1,-1,-1,-1,1,-1,1,-1,-1"
z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,World327RS,2014-01-20T06:16:28,SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1,43,subscribe to me and i ll subscribe to you   must like   czfcxsn jnq  ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z13stv3brxe1snv2i225fnvganneudej004,MFkin PRXPHETZ,2014-01-20T09:08:39,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1,45,if you like raw talent  raw lyrics  straight real hip hop everyone check my newest sound  dizzy x   got the juice  prod by  drugs the model citizen    comment tell me what you think  dont be lazy            prophetz,1,"-1,-1,1,-1,-1,1,-1,-1,-1,-1"
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,Dave X,2014-01-20T10:12:07,....subscribe......  ......to my........  .....channel.......﻿,1,46,    subscribe              to my               channel       ,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,Phuc Ly,2014-01-20T15:27:47,go here to check the views :3﻿,0,49,go here to check the views   ,1,"-1,-1,1,-1,-1,-1,-1,-1,-1,-1"
z13nvr2xayrwffsio04cj3zwyuf3vb1imdg,Milan George,2014-01-20T16:15:09,thumbs up if u checked this video to see hw views it got﻿,0,50,thumbs up if u checked this video to see hw views it got,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,Kirsty Brown,2014-01-20T16:41:27,Plz subscribe to my channel and I will subscribe back xx﻿,1,51,plz subscribe to my channel and i will subscribe back xx,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z13ucxa51rnftvu2j22if5oihq2qipjlp,Kochos,2014-01-20T17:08:37,i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,52,i check back often to help reach  x     views and i avoid watching baby,1,"-1,-1,1,-1,-1,-1,-1,-1,-1,-1"
z120grixiomvyvbga04cfl24csz5jf4zzuc0k,eSkiip,2014-01-20T17:22:53,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,53,this video will get to   billion just because of people checking if it has  hit   billion yet ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13gevgohyzktbztz22mcrcpntfxvpvan04,Wumrogue lite,2014-01-20T17:29:52,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,54,https   www facebook com pages brew crew                      like this  facebook page  chance to win an iphone  s ,1,"-1,-1,-1,-1,1,-1,-1,-1,-1,-1"
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,Artsi,2014-01-20T18:52:12,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,56,pls follow this channel   http   www twitch tv sevadus,0,"-1,-1,-1,-1,0,-1,-1,1,-1,-1"
z12gv5qoconqsbe0h221wljgmwe4v1nmu,ProsGamerOnly,2014-01-20T20:00:55,hi guys check my youtube channel﻿,1,57,hi guys check my youtube channel,1,"-1,-1,1,-1,-1,-1,-1,1,-1,-1"
z121st5w5k3ui1veg22zirn4gkr5tby2v,Jdidk Loma,2014-01-20T20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,59,http   tankionline com friend cd  db f  great game check it out ,1,"-1,-1,1,1,-1,-1,-1,-1,-1,-1"
z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,Eanna Cusack,2014-01-20T22:20:59,Im just to check how much views it has﻿,0,61,im just to check how much views it has,1,"-1,-1,1,-1,-1,-1,-1,-1,-1,-1"
z121cnnzhsybzjkt122nsviacsekvvt1r,Master Chief,2014-01-21T03:16:46,when is this gonna hit 2 billion?﻿,0,64,when is this gonna hit   billion ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,Dymetex,2014-01-21T09:03:36,"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0,68,omg this oldspice spraytan party commercial omg    i m sitting here  no  this isn t a real thing is it  omg  ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12ifxrbkmaechwtt22jwryqmoaefhipf04,MrTuizentfloot,2014-01-21T13:39:13,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0,69,this is the only video on youtube that get so much views just because we  want to see how much views it has            every day  i mean  most people  think a video is popular when it actually gets           views ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014-11-02T00:48:57,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,72,plz check out fablife   welcome to fablife for diys and challenges so plz  subscribe thx ,1,"-1,-1,1,1,-1,-1,-1,-1,-1,-1"
z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,Oh 1080s,2014-11-02T01:08:10,Sub my channel!﻿,1,73,sub my channel ,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,Angel,2014-11-02T17:27:09,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,80,hi there i m group leader of angel  a rookie korean pop group  we have four  members  chanicka  julie  stephanie  and myself  leah  please feel free to  check out our channel and leave some feedback on our cover videos     criticism is welcome as we know we re not top notch singers so please come  leave some constructive feedback on our videos  we appreciate any chance to  improve before auditioning for a korean management company  we plan on  auditioning for jyp  bighit  jellyfish  yg or sm  thank you for taking time  out of your day to read this  ,1,"-1,-1,1,1,1,1,-1,1,-1,-1"
z12jud4o3n34v5wph04ce3db0y2njn55gog0k,Kaya Roberts,2014-11-02T20:00:37,Admit it you just came here to check the number of viewers ﻿,0,82,admit it you just came here to check the number of viewers ,1,"-1,-1,1,-1,-1,1,-1,-1,-1,-1"
z12xxjkwevvjzvvms22xz3sjqovty3qip04,Prim N.,2014-11-02T22:48:21,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0,83,just coming to check if people are still viewing this video  and  apparently  they still do ,1,"-1,-1,1,-1,1,-1,-1,-1,-1,-1"
z13ydfww3ruysvtmv23muhspwqqjszwjc04,James Ridge,2014-11-02T23:25:44,Check my first video out﻿,1,84,check my first video out,1,"-1,-1,1,1,-1,-1,-1,-1,-1,-1"
z13vs53zipmszf1ib04cerd5xlmzdz5qlzw0k,Minecraft-Viasat,2014-11-03T14:38:53,Check my channel﻿,1,85,check my channel,1,"-1,-1,1,-1,-1,-1,-1,1,-1,-1"
z135fnx4ntvdx1rzn04cih1ihmqtsrbzcno0k,Backup Plus,2014-11-03T17:39:07,Suscribe My Channel Please XD lol﻿,1,87,suscribe my channel please xd lol,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z13dztbi0nnvdruas04cjrmjwrnvvd4jxjw,Almighty Toffeebomb,2014-11-03T19:09:40,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,0,88,wow  comments section on this still active  not bad  also         comments    now    ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12pzpvbfl2igbwhe04cihtpuwymvr5gvsg0k,NstyIC Gold,2014-11-03T20:41:23,Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,0,90,ching ching ling long ding ring yaaaaaa ganga sty fuck you ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z13tdv5jmlfpzj1rf04cd3ng4ljqjngxflg0k,Михаил Панкратов,2014-11-03T22:22:14,There is one video on my channel about my brother...﻿,1,92,there is one video on my channel about my brother   ,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12ufn5puwnve3b2k22ntjqogym0fllgb04,Angek95,2014-11-03T22:28:56,"Check my channel, please!﻿",1,93,check my channel  please ,1,"-1,-1,1,-1,-1,-1,-1,1,-1,-1"
z13xslra3myri3jsn22hs1wxbyuvxplr004,Arianna Leighton,2014-11-03T23:02:47,"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD﻿",1,94,does anyone here use gift cards like amazon  itunes  psn  google play   itunes  or any other gift cards  then you ll be happy to know you can get  free gift card codes for free from an amazing site  here is a     itunes  gift card code xxbb tczhm  hvzd,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z132v5iajkjuhfkyn04cg3mxclnnzj0yxmo0k,richardex8,2014-11-03T23:03:03,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0,95,why does this video have so many views  because asian things are awesome and non asian countries are jelly so they  try to learn from asia by looking at this video d ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12mtx5hxnutsxzfn23tsljjrm2mwxtwm04,Олег Пась,2014-11-03T23:29:00,Plizz withing my channel ﻿,1,96,plizz withing my channel ,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z121ft552pzpzhiab04cffmwitfii3lr5v40k,Crooked Gaming,2014-11-04T00:00:57,I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,1,97,i made a gaming channel  unique right    l angry minecraft ,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z13juvrhisuzsfczo04cgnsxhlfdiz2rhho,Imprezzi Vidzz,2014-11-04T03:12:23,"My videos are half way decent, check them out if you want.﻿",1,101,my videos are half way decent  check them out if you want ,1,"-1,-1,1,1,-1,1,-1,-1,-1,-1"
z130gviqarmshdnau04cdzigvs3jepx4qw00k,khir abqari,2014-11-04T07:37:28,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",0,102,they said this video are not deserve  billion views   while they keep  visiting it to watch the viewer   ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12li5throi5u540y220chro4nn5gl52k,xSparkShark,2014-11-04T12:40:15,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,0,104,screw this chinese crap i dont even understand what he is saying  why isn t  he speaking english like everyone should ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13tczojhrqbjhv2c23kfby5wpysgpopa04,Lars Zaadstra,2014-11-04T13:54:25,Sub to my channel visuelgamingzNL I sub back﻿,1,106,sub to my channel visuelgamingznl i sub back,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z13qgviizlv1d1c1422lylyahqz2h1zm5,Connor Groom,2014-11-04T18:00:07,sub me if you dont like the song﻿,1,108,sub me if you dont like the song,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z13sgnbzkwjqhhd5004cfzaheobvzbuopyg0k,Kaiser Dragon,2014-11-04T18:09:18,This is a weird video.﻿,0,109,this is a weird video ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm,TIGERIO_,2014-11-04T19:46:38,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1,111,ehi guys can you subscribe in my channel  i am a new youtuber and i play  minecraft thanks guys     subscribe ,1,"-1,-1,-1,-1,-1,1,-1,1,-1,-1"
z13kfzqicymszt0jp04ci5gqvqemyb2jsp00k,OFFICIAL LEXIS,2014-11-04T20:22:21,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,1,112,hi everyone  do you like music  then why not check out my music channel   the lexis band will be uploading their own songs and covers soon so don t  miss out  please subscribe too as it does help us out a lot  just takes one  click    gt ,1,"-1,-1,1,1,-1,1,-1,1,-1,-1"
z12ftpab5svihfffz23kf3iiymiwjzesi,trespasser4000,2014-11-04T22:07:22,This song never gets old love it.﻿,0,113,this song never gets old love it ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13cyzbbqsrxyfaec23xc10rdrrqgd0ch,Malin Linford,2014-11-05T01:13:43,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1,115,hey guys please check out my new google  page it has many funny pictures   funnytortspics  https   plus google com                       post,1,"-1,-1,1,1,-1,-1,-1,-1,-1,1"
z13wfr2rbwytwbhf123cs1l5lz2aefdex,Emily Hamilton,2014-11-05T08:42:06,This has had over 2 billion views.  Holy shit.﻿,0,121,this has had over   billion views   holy shit ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z135vx5jfu2mfvwvr22cj11wupbtfr1gz04,MrBrunoExtreme,2014-11-05T15:10:43,Suscribe my channel please﻿,1,123,suscribe my channel please,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12jc1uququpzbsoq04cg15poyfsxpvoojw,pro stomper,2014-11-05T15:27:34,guys please subscribe me to help my channel grow please guys﻿,1,125,guys please subscribe me to help my channel grow please guys,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z124i3ygclj0xn4ly22jzb5a2ubvtbev1,Abdinasir Omar,2014-11-05T15:28:28,Great music anyway﻿,0,126,great music anyway,1,"-1,1,-1,-1,-1,-1,-1,-1,-1,-1"
z13xhp2xmkeowtbyo04cffggylf3yjjpsns0k,Brotha B,2014-11-05T16:18:58,"Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315﻿",1,130,like getting gift cards  but hate spending the cash     try juno wallet     at juno wallet you can earn money for gift cards such as   nike  gamestop   amazon   ebay etc  amp  its easy  earn money by doing simple task like watching videos  downloading apps  amp   you can even earn money by inviting your friends to join   its free for  signup sign up today  amp  use promo code bd       ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z12jxvuzgxusjl1jw04ccxshdwyfx1pjzfk,lakis constantinou,2014-11-05T18:02:31,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0,132,psy got lots  of money from youtube that he got from   billion views this  is the most views in the world  d,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z13gypjrmumhxromj23jyjhhenvdgpuxh04,HarveyIsTheBoss,2014-11-05T18:16:55,You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.﻿,0,134,you gotta say its funny  well not   billion worth funny but still  it  clicked and everything went uphill  at least you don t have jb s shit on     ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
z122f10gdvathpo2222pshcxxpjliddjv04,BmwManDexter,2014-11-05T20:33:15,"check out ""starlitnightsky"" channel to see epic videos﻿",1,138,check out  starlitnightsky  channel to see epic videos,1,"-1,-1,1,1,-1,-1,-1,1,-1,-1"
z13nwn54ukukyhdfb223vttqnu31hvf4k04,nachopinca3901,2014-11-05T21:14:36,Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions﻿,0,140,stupid people    this video doesnt have   billion visits  have   thousands  millions,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12udxjwpwurtlwz304ccbrhdtusth4herk0k,PacKmaN,2014-11-05T21:56:39,check men out i put allot of effort into my music but unfortunatly not many  watch it﻿,1,142,check men out i put allot of effort into my music but unfortunatly not many  watch it,1,"-1,-1,1,1,-1,-1,-1,-1,-1,-1"
z13osluqrpefv1hd323idhejzxanc3ai004,Tyrek Sings,2014-11-05T22:50:02,CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS﻿,1,145,check my channel out please  i do singing covers,1,"-1,-1,1,1,-1,-1,-1,1,-1,-1"
z12ehhxzutqbsjrpq04ccjlqhrv5y3dzkn40k,NursePoison,2014-11-06T01:12:14,I think this is now a place to promote channels in the comment section lol.﻿,0,146,i think this is now a place to promote channels in the comment section lol ,0,"-1,-1,-1,-1,0,-1,-1,-1,-1,-1"
z12zstfhixudundzf04cjbsp0rjrzh1rw3k,MiningBip3,2014-11-06T02:22:00,Check out pivot animations in my channel﻿,1,148,check out pivot animations in my channel,1,"-1,-1,1,1,-1,-1,-1,1,-1,-1"
z12zjztrvlnafvk2n230wjmztyfxxpbk2,CronicleFPS,2014-11-06T03:10:26,Check me out I'm all about gaming ﻿,1,150,check me out i m all about gaming ,1,"-1,-1,1,1,-1,-1,-1,-1,-1,-1"
z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04,ROB YSF,2014-11-06T09:15:12,reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,1,155,reminds me of this song https   soundcloud com popaegis wrenn almond eyes,1,"-1,-1,-1,-1,1,-1,-1,-1,-1,-1"
z12scr5ixnexwh2xa04civ3o3k25dr3wkfw,Freddie Barton,2014-11-06T15:31:35,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1,161,check my channel for my new song  static    you ll love it  ,1,"-1,-1,1,-1,-1,0,-1,1,-1,-1"
z13actcqdm31slqqu04cctub4n2nw1swwy00k,Sean Ortiz,2014-11-06T16:48:02,Incmedia.org where the truth meets you.﻿,1,162,incmedia org where the truth meets you ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1"
