tid,attribute,correct_val
12,Condition,Heart Attack
13,City,SHEFFIELD
13,ZipCode,35660
13,State,AL
13,PhoneNumber,2563864556
13,MeasureCode,AMI-7A
13,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
13,Stateavg,AL_AMI-7A
13,ProviderNumber,10019
13,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
13,Condition,Heart Attack
14,City,SHEFFIELD
14,ZipCode,35660
14,State,AL
14,PhoneNumber,2563864556
14,MeasureCode,AMI-8A
14,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
14,Stateavg,AL_AMI-8A
14,ProviderNumber,10019
14,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
14,Condition,Heart Attack
15,City,SHEFFIELD
15,ZipCode,35660
15,State,AL
15,PhoneNumber,2563864556
15,MeasureCode,HF-1
15,MeasureName,Heart Failure Patients Given Discharge Instructions
15,Stateavg,AL_HF-1
15,ProviderNumber,10019
15,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
15,Condition,Heart Failure
16,City,SHEFFIELD
16,ZipCode,35660
16,State,AL
16,PhoneNumber,2563864556
16,MeasureCode,HF-2
16,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
16,Stateavg,AL_HF-2
16,ProviderNumber,10019
16,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
16,Condition,Heart Failure
17,City,SHEFFIELD
17,ZipCode,35660
17,State,AL
17,PhoneNumber,2563864556
17,MeasureCode,HF-3
17,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
17,Stateavg,AL_HF-3
17,ProviderNumber,10019
17,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
17,Condition,Heart Failure
18,City,SHEFFIELD
18,ZipCode,35660
18,State,AL
18,PhoneNumber,2563864556
18,MeasureCode,HF-4
18,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
18,Stateavg,AL_HF-4
18,ProviderNumber,10019
18,HospitalName,HELEN KELLER MEMORIAL HOSPITAL
18,Condition,Heart Failure
19,City,DOTHAN
19,ZipCode,36302
19,State,AL
19,PhoneNumber,3347938701
19,MeasureCode,AMI-1
19,MeasureName,Heart Attack Patients Given Aspirin at Arrival
19,Stateavg,AL_AMI-1
19,ProviderNumber,10001
19,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
19,Condition,Heart Attack
20,City,DOTHAN
20,ZipCode,36302
20,State,AL
20,PhoneNumber,3347938701
20,MeasureCode,AMI-2
20,MeasureName,Heart Attack Patients Given Aspirin at Discharge
20,Stateavg,AL_AMI-2
20,ProviderNumber,10001
20,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
20,Condition,Heart Attack
21,City,DOTHAN
21,ZipCode,36302
21,State,AL
21,PhoneNumber,3347938701
21,MeasureCode,AMI-3
21,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
21,Stateavg,AL_AMI-3
21,ProviderNumber,10001
21,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
21,Condition,Heart Attack
22,City,DOTHAN
22,ZipCode,36302
22,State,AL
22,PhoneNumber,3347938701
22,MeasureCode,AMI-4
22,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
22,Stateavg,AL_AMI-4
22,ProviderNumber,10001
22,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
22,Condition,Heart Attack
23,City,DOTHAN
23,ZipCode,36302
23,State,AL
23,PhoneNumber,3347938701
23,MeasureCode,AMI-5
23,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
23,Stateavg,AL_AMI-5
23,ProviderNumber,10001
23,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
23,Condition,Heart Attack
24,City,DOTHAN
24,ZipCode,36302
24,State,AL
24,PhoneNumber,3347938701
24,MeasureCode,AMI-7A
24,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
24,Stateavg,AL_AMI-7A
24,ProviderNumber,10001
24,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
24,Condition,Heart Attack
25,City,DOTHAN
25,ZipCode,36302
25,State,AL
25,PhoneNumber,3347938701
25,MeasureCode,AMI-8A
25,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
25,Stateavg,AL_AMI-8A
25,ProviderNumber,10001
25,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
25,Condition,Heart Attack
26,City,DOTHAN
26,ZipCode,36302
26,State,AL
26,PhoneNumber,3347938701
26,MeasureCode,HF-1
26,MeasureName,Heart Failure Patients Given Discharge Instructions
26,Stateavg,AL_HF-1
26,ProviderNumber,10001
26,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
26,Condition,Heart Failure
27,City,DOTHAN
27,ZipCode,36302
27,State,AL
27,PhoneNumber,3347938701
27,MeasureCode,HF-2
27,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
27,Stateavg,AL_HF-2
27,ProviderNumber,10001
27,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
27,Condition,Heart Failure
28,City,DOTHAN
28,ZipCode,36302
28,State,AL
28,PhoneNumber,3347938701
28,MeasureCode,HF-3
28,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
28,Stateavg,AL_HF-3
28,ProviderNumber,10001
28,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
28,Condition,Heart Failure
29,City,DOTHAN
29,ZipCode,36302
29,State,AL
29,PhoneNumber,3347938701
29,MeasureCode,HF-4
29,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
29,Stateavg,AL_HF-4
29,ProviderNumber,10001
29,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
29,Condition,Heart Failure
30,City,DOTHAN
30,ZipCode,36302
30,State,AL
30,PhoneNumber,3347938701
30,MeasureCode,PN-2
30,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
30,Stateavg,AL_PN-2
30,ProviderNumber,10001
30,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
30,Condition,Pneumonia
31,City,DOTHAN
31,ZipCode,36302
31,State,AL
31,PhoneNumber,3347938701
31,MeasureCode,PN-3B
31,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
31,Stateavg,AL_PN-3B
31,ProviderNumber,10001
31,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
31,Condition,Pneumonia
32,City,DOTHAN
32,ZipCode,36302
32,State,AL
32,PhoneNumber,3347938701
32,MeasureCode,PN-4
32,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
32,Stateavg,AL_PN-4
32,ProviderNumber,10001
32,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
32,Condition,Pneumonia
33,City,DOTHAN
33,ZipCode,36302
33,State,AL
33,PhoneNumber,3347938701
33,MeasureCode,PN-5C
33,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
33,Stateavg,AL_PN-5C
33,ProviderNumber,10001
33,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
33,Condition,Pneumonia
34,City,DOTHAN
34,ZipCode,36302
34,State,AL
34,PhoneNumber,3347938701
34,MeasureCode,PN-6
34,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
34,Stateavg,AL_PN-6
34,ProviderNumber,10001
34,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
34,Condition,Pneumonia
35,City,DOTHAN
35,ZipCode,36302
35,State,AL
35,PhoneNumber,3347938701
35,MeasureCode,PN-7
35,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
35,Stateavg,AL_PN-7
35,ProviderNumber,10001
35,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
35,Condition,Pneumonia
36,City,DOTHAN
36,ZipCode,36302
36,State,AL
36,PhoneNumber,3347938701
36,MeasureCode,SCIP-CARD-2
36,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
36,Stateavg,AL_SCIP-CARD-2
36,ProviderNumber,10001
36,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
36,Condition,Surgical Infection Prevention
37,City,DOTHAN
37,ZipCode,36302
37,State,AL
37,PhoneNumber,3347938701
37,MeasureCode,SCIP-INF-1
37,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
37,Stateavg,AL_SCIP-INF-1
37,ProviderNumber,10001
37,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
37,Condition,Surgical Infection Prevention
38,City,DOTHAN
38,ZipCode,36302
38,State,AL
38,PhoneNumber,3347938701
38,MeasureCode,SCIP-INF-2
38,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
38,Stateavg,AL_SCIP-INF-2
38,ProviderNumber,10001
38,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
38,Condition,Surgical Infection Prevention
39,City,DOTHAN
39,ZipCode,36302
39,State,AL
39,PhoneNumber,3347938701
39,MeasureCode,SCIP-INF-3
39,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
39,Stateavg,AL_SCIP-INF-3
39,ProviderNumber,10001
39,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
39,Condition,Surgical Infection Prevention
40,City,DOTHAN
40,ZipCode,36302
40,State,AL
40,PhoneNumber,3347938701
40,MeasureCode,SCIP-INF-4
40,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
40,Stateavg,AL_SCIP-INF-4
40,ProviderNumber,10001
40,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
40,Condition,Surgical Infection Prevention
41,City,DOTHAN
41,ZipCode,36302
41,State,AL
41,PhoneNumber,3347938701
41,MeasureCode,SCIP-INF-6
41,MeasureName,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
41,Stateavg,AL_SCIP-INF-6
41,ProviderNumber,10001
41,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
41,Condition,Surgical Infection Prevention
42,City,DOTHAN
42,ZipCode,36302
42,State,AL
42,PhoneNumber,3347938701
42,MeasureCode,SCIP-VTE-1
42,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
42,Stateavg,AL_SCIP-VTE-1
42,ProviderNumber,10001
42,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
42,Condition,Surgical Infection Prevention
43,City,DOTHAN
43,ZipCode,36302
43,State,AL
43,PhoneNumber,3347938701
43,MeasureCode,SCIP-VTE-2
43,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
43,Stateavg,AL_SCIP-VTE-2
43,ProviderNumber,10001
43,HospitalName,SOUTHEAST ALABAMA MEDICAL CENTER
43,Condition,Surgical Infection Prevention
44,City,BOAZ
44,ZipCode,35957
44,State,AL
44,PhoneNumber,2565938310
44,MeasureCode,AMI-1
44,MeasureName,Heart Attack Patients Given Aspirin at Arrival
44,Stateavg,AL_AMI-1
44,ProviderNumber,10005
44,HospitalName,MARSHALL MEDICAL CENTER SOUTH
44,Condition,Heart Attack
45,City,BOAZ
45,ZipCode,35957
45,State,AL
45,PhoneNumber,2565938310
45,MeasureCode,AMI-2
45,MeasureName,Heart Attack Patients Given Aspirin at Discharge
45,Stateavg,AL_AMI-2
45,ProviderNumber,10005
45,HospitalName,MARSHALL MEDICAL CENTER SOUTH
45,Condition,Heart Attack
46,City,BOAZ
46,ZipCode,35957
46,State,AL
46,PhoneNumber,2565938310
46,MeasureCode,AMI-3
46,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
46,Stateavg,AL_AMI-3
46,ProviderNumber,10005
46,HospitalName,MARSHALL MEDICAL CENTER SOUTH
46,Condition,Heart Attack
47,City,BOAZ
47,ZipCode,35957
47,State,AL
47,PhoneNumber,2565938310
47,MeasureCode,AMI-4
47,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
47,Stateavg,AL_AMI-4
47,ProviderNumber,10005
47,HospitalName,MARSHALL MEDICAL CENTER SOUTH
47,Condition,Heart Attack
48,City,BOAZ
48,ZipCode,35957
48,State,AL
48,PhoneNumber,2565938310
48,MeasureCode,AMI-5
48,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
48,Stateavg,AL_AMI-5
48,ProviderNumber,10005
48,HospitalName,MARSHALL MEDICAL CENTER SOUTH
48,Condition,Heart Attack
49,City,BOAZ
49,ZipCode,35957
49,State,AL
49,PhoneNumber,2565938310
49,MeasureCode,AMI-7A
49,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
49,Stateavg,AL_AMI-7A
49,ProviderNumber,10005
49,HospitalName,MARSHALL MEDICAL CENTER SOUTH
49,Condition,Heart Attack
50,City,BOAZ
50,ZipCode,35957
50,State,AL
50,PhoneNumber,2565938310
50,MeasureCode,AMI-8A
50,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
50,Stateavg,AL_AMI-8A
50,ProviderNumber,10005
50,HospitalName,MARSHALL MEDICAL CENTER SOUTH
50,Condition,Heart Attack
51,City,BOAZ
51,ZipCode,35957
51,State,AL
51,PhoneNumber,2565938310
51,MeasureCode,HF-1
51,MeasureName,Heart Failure Patients Given Discharge Instructions
51,Stateavg,AL_HF-1
51,ProviderNumber,10005
51,HospitalName,MARSHALL MEDICAL CENTER SOUTH
51,Condition,Heart Failure
52,City,BOAZ
52,ZipCode,35957
52,State,AL
52,PhoneNumber,2565938310
52,MeasureCode,HF-2
52,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
52,Stateavg,AL_HF-2
52,ProviderNumber,10005
52,HospitalName,MARSHALL MEDICAL CENTER SOUTH
52,Condition,Heart Failure
53,City,BOAZ
53,ZipCode,35957
53,State,AL
53,PhoneNumber,2565938310
53,MeasureCode,HF-3
53,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
53,Stateavg,AL_HF-3
53,ProviderNumber,10005
53,HospitalName,MARSHALL MEDICAL CENTER SOUTH
53,Condition,Heart Failure
54,City,BOAZ
54,ZipCode,35957
54,State,AL
54,PhoneNumber,2565938310
54,MeasureCode,HF-4
54,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
54,Stateavg,AL_HF-4
54,ProviderNumber,10005
54,HospitalName,MARSHALL MEDICAL CENTER SOUTH
54,Condition,Heart Failure
55,City,BOAZ
55,ZipCode,35957
55,State,AL
55,PhoneNumber,2565938310
55,MeasureCode,PN-2
55,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
55,Stateavg,AL_PN-2
55,ProviderNumber,10005
55,HospitalName,MARSHALL MEDICAL CENTER SOUTH
55,Condition,Pneumonia
56,City,BOAZ
56,ZipCode,35957
56,State,AL
56,PhoneNumber,2565938310
56,MeasureCode,PN-3B
56,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
56,Stateavg,AL_PN-3B
56,ProviderNumber,10005
56,HospitalName,MARSHALL MEDICAL CENTER SOUTH
56,Condition,Pneumonia
57,City,BOAZ
57,ZipCode,35957
57,State,AL
57,PhoneNumber,2565938310
57,MeasureCode,PN-4
57,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
57,Stateavg,AL_PN-4
57,ProviderNumber,10005
57,HospitalName,MARSHALL MEDICAL CENTER SOUTH
57,Condition,Pneumonia
58,City,BOAZ
58,ZipCode,35957
58,State,AL
58,PhoneNumber,2565938310
58,MeasureCode,PN-5C
58,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
58,Stateavg,AL_PN-5C
58,ProviderNumber,10005
58,HospitalName,MARSHALL MEDICAL CENTER SOUTH
58,Condition,Pneumonia
59,City,BOAZ
59,ZipCode,35957
59,State,AL
59,PhoneNumber,2565938310
59,MeasureCode,PN-6
59,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
59,Stateavg,AL_PN-6
59,ProviderNumber,10005
59,HospitalName,MARSHALL MEDICAL CENTER SOUTH
59,Condition,Pneumonia
60,City,BOAZ
60,ZipCode,35957
60,State,AL
60,PhoneNumber,2565938310
60,MeasureCode,PN-7
60,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
60,Stateavg,AL_PN-7
60,ProviderNumber,10005
60,HospitalName,MARSHALL MEDICAL CENTER SOUTH
60,Condition,Pneumonia
61,City,BOAZ
61,ZipCode,35957
61,State,AL
61,PhoneNumber,2565938310
61,MeasureCode,SCIP-CARD-2
61,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
61,Stateavg,AL_SCIP-CARD-2
61,ProviderNumber,10005
61,HospitalName,MARSHALL MEDICAL CENTER SOUTH
61,Condition,Surgical Infection Prevention
62,City,BOAZ
62,ZipCode,35957
62,State,AL
62,PhoneNumber,2565938310
62,MeasureCode,SCIP-INF-1
62,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
62,Stateavg,AL_SCIP-INF-1
62,ProviderNumber,10005
62,HospitalName,MARSHALL MEDICAL CENTER SOUTH
62,Condition,Surgical Infection Prevention
63,City,BOAZ
63,ZipCode,35957
63,State,AL
63,PhoneNumber,2565938310
63,MeasureCode,SCIP-INF-2
63,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
63,Stateavg,AL_SCIP-INF-2
63,ProviderNumber,10005
63,HospitalName,MARSHALL MEDICAL CENTER SOUTH
63,Condition,Surgical Infection Prevention
64,City,BOAZ
64,ZipCode,35957
64,State,AL
64,PhoneNumber,2565938310
64,MeasureCode,SCIP-INF-3
64,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
64,Stateavg,AL_SCIP-INF-3
64,ProviderNumber,10005
64,HospitalName,MARSHALL MEDICAL CENTER SOUTH
64,Condition,Surgical Infection Prevention
65,City,BOAZ
65,ZipCode,35957
65,State,AL
65,PhoneNumber,2565938310
65,MeasureCode,SCIP-INF-4
65,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
65,Stateavg,AL_SCIP-INF-4
65,ProviderNumber,10005
65,HospitalName,MARSHALL MEDICAL CENTER SOUTH
65,Condition,Surgical Infection Prevention
66,City,BOAZ
66,ZipCode,35957
66,State,AL
66,PhoneNumber,2565938310
66,MeasureCode,SCIP-INF-6
66,MeasureName,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
66,Stateavg,AL_SCIP-INF-6
66,ProviderNumber,10005
66,HospitalName,MARSHALL MEDICAL CENTER SOUTH
66,Condition,Surgical Infection Prevention
67,City,BOAZ
67,ZipCode,35957
67,State,AL
67,PhoneNumber,2565938310
67,MeasureCode,SCIP-VTE-1
67,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
67,Stateavg,AL_SCIP-VTE-1
67,ProviderNumber,10005
67,HospitalName,MARSHALL MEDICAL CENTER SOUTH
67,Condition,Surgical Infection Prevention
68,City,BOAZ
68,ZipCode,35957
68,State,AL
68,PhoneNumber,2565938310
68,MeasureCode,SCIP-VTE-2
68,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
68,Stateavg,AL_SCIP-VTE-2
68,ProviderNumber,10005
68,HospitalName,MARSHALL MEDICAL CENTER SOUTH
68,Condition,Surgical Infection Prevention
69,City,FLORENCE
69,ZipCode,35631
69,State,AL
69,PhoneNumber,2567688400
69,MeasureCode,AMI-1
69,MeasureName,Heart Attack Patients Given Aspirin at Arrival
69,Stateavg,AL_AMI-1
69,ProviderNumber,10006
69,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
69,Condition,Heart Attack
70,City,FLORENCE
70,ZipCode,35631
70,State,AL
70,PhoneNumber,2567688400
70,MeasureCode,AMI-2
70,MeasureName,Heart Attack Patients Given Aspirin at Discharge
70,Stateavg,AL_AMI-2
70,ProviderNumber,10006
70,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
70,Condition,Heart Attack
71,City,FLORENCE
71,ZipCode,35631
71,State,AL
71,PhoneNumber,2567688400
71,MeasureCode,AMI-3
71,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
71,Stateavg,AL_AMI-3
71,ProviderNumber,10006
71,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
71,Condition,Heart Attack
72,City,FLORENCE
72,ZipCode,35631
72,State,AL
72,PhoneNumber,2567688400
72,MeasureCode,AMI-4
72,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
72,Stateavg,AL_AMI-4
72,ProviderNumber,10006
72,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
72,Condition,Heart Attack
73,City,FLORENCE
73,ZipCode,35631
73,State,AL
73,PhoneNumber,2567688400
73,MeasureCode,AMI-5
73,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
73,Stateavg,AL_AMI-5
73,ProviderNumber,10006
73,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
73,Condition,Heart Attack
74,City,FLORENCE
74,ZipCode,35631
74,State,AL
74,PhoneNumber,2567688400
74,MeasureCode,AMI-7A
74,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
74,Stateavg,AL_AMI-7A
74,ProviderNumber,10006
74,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
74,Condition,Heart Attack
75,City,FLORENCE
75,ZipCode,35631
75,State,AL
75,PhoneNumber,2567688400
75,MeasureCode,AMI-8A
75,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
75,Stateavg,AL_AMI-8A
75,ProviderNumber,10006
75,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
75,Condition,Heart Attack
76,City,FLORENCE
76,ZipCode,35631
76,State,AL
76,PhoneNumber,2567688400
76,MeasureCode,HF-1
76,MeasureName,Heart Failure Patients Given Discharge Instructions
76,Stateavg,AL_HF-1
76,ProviderNumber,10006
76,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
76,Condition,Heart Failure
77,City,FLORENCE
77,ZipCode,35631
77,State,AL
77,PhoneNumber,2567688400
