comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors
z120y3ribybzdf3fj23sf1rpgq3cex0sh,Young Hittaz,2014-01-19T04:21:11,everyone please come check our newest song in memories of Martin Luther  King Jr.﻿,1,31,everyone please come check our newest song in memories of martin luther  king jr ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13autsqgzblcx3w104chr4r2kexd10rxc0,DropShotSk8r,2014-01-19T04:27:18,"Came here to check the views, goodbye.﻿",0,32,came here to check the views  goodbye ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12wvpxppxz3ifk3j224cbsgqraherzrg04,ElepticRage,2014-01-19T08:55:53,sub my channel for no reason -_-﻿,1,33,sub my channel for no reason    ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,Joengz,2014-01-19T10:31:10,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",1,34,check out my dubstep song  fireball   made with fruity loops  i really took  time in it    watch v teloa rio o,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13iuzxwamqhzppyp04cdz1amyzpfdnpdns0k,Jason Provencal,2014-01-19T16:15:54,Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,0,36,why dafuq is a korean song so big in the usa  does that mean we support  koreans  last time i checked they wanted to bomb us  ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12txle43yfhvt0f323eghbxivmuytieq,Kiddy Kidso,2014-01-19T16:49:52,Check my channel please! And listen to the best music ever :P﻿,1,37,check my channel please  and listen to the best music ever  p,0,"-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z13zj1grjzqhhxzlj23gdpzaovunwnn0f,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19T17:20:58,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1,38,sub   sub please like this comment i want a succesfull youtube so pplease like this  comment and subscribe it only takes    seconds please if you subscribe ill  subscribe back thanks,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1"
z13csdop4venytrru04cf11q1wmbdvkrfpo0k,ii Trollercopter,2014-01-19T17:25:23," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1,39, hey everyone   i have just started my first yt channel i would be grateful  if some of you peoples could check out my first clip in bf   and give me  some advice on how my video was and how i could improve it  also be sure to  go check out the about to see what im all about  thanks for your time       and to haters    you hate  i win,0,"-1,-1,0,1,-1,1,-1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13ce52jzwfitrkup23din4ojputijen3,Eugene Kalinin,2014-01-19T19:21:04,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,40,the projects after effects  music  foto  web sites and another you can find  and buy here  http   audiojungle net user eugenekalinin portfolio ref eugenekalinin,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13xytyybsypw34yv04cc33xkke1grugh2w,cake cat,2014-01-20T04:45:34,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1,42,if you like roblox minecraft world of warcraft gta  mario suscribe to my  channel,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,World327RS,2014-01-20T06:16:28,SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1,43,subscribe to me and i ll subscribe to you   must like   czfcxsn jnq  ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12jvnua2tifirkvk23cfjtpxwmgxfch004,Didier Drogba,2014-01-20T06:57:25,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,44,http   www twitch tv jaroadc come follow and watch my stream ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13stv3brxe1snv2i225fnvganneudej004,MFkin PRXPHETZ,2014-01-20T09:08:39,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1,45,if you like raw talent  raw lyrics  straight real hip hop everyone check my newest sound  dizzy x   got the juice  prod by  drugs the model citizen    comment tell me what you think  dont be lazy            prophetz,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,Dave X,2014-01-20T10:12:07,....subscribe......  ......to my........  .....channel.......﻿,1,46,    subscribe              to my               channel       ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z121znjjloycwtjf2233dfo5esfggn3lj,crestpee,2014-01-20T13:03:12,"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0,47,now its               views  pls  comment the view count the next hour  p,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,Phuc Ly,2014-01-20T15:27:47,go here to check the views :3﻿,0,49,go here to check the views   ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,Kirsty Brown,2014-01-20T16:41:27,Plz subscribe to my channel and I will subscribe back xx﻿,1,51,plz subscribe to my channel and i will subscribe back xx,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13ucxa51rnftvu2j22if5oihq2qipjlp,Kochos,2014-01-20T17:08:37,i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,52,i check back often to help reach  x     views and i avoid watching baby,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,Artsi,2014-01-20T18:52:12,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,56,pls follow this channel   http   www twitch tv sevadus,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12gv5qoconqsbe0h221wljgmwe4v1nmu,ProsGamerOnly,2014-01-20T20:00:55,hi guys check my youtube channel﻿,1,57,hi guys check my youtube channel,0,"-1,-1,0,-1,-1,1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,JP Jochem,2014-01-20T20:23:35,Subscribe and like to me for more how to videos on minecraft!﻿,1,58,subscribe and like to me for more how to videos on minecraft ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z121st5w5k3ui1veg22zirn4gkr5tby2v,Jdidk Loma,2014-01-20T20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,59,http   tankionline com friend cd  db f  great game check it out ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,Eanna Cusack,2014-01-20T22:20:59,Im just to check how much views it has﻿,0,61,im just to check how much views it has,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,fastestghost,2014-01-21T02:09:22,The first comment is chuck norrus ovbiously :D﻿,0,62,the first comment is chuck norrus ovbiously  d,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1"
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014-11-02T00:48:57,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,72,plz check out fablife   welcome to fablife for diys and challenges so plz  subscribe thx ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,Oh 1080s,2014-11-02T01:08:10,Sub my channel!﻿,1,73,sub my channel ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,Lucas Trigo,2014-11-02T15:52:22,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1,78,whats up everyone       i trying to showcase my talent to the world  i have over      subscribers  i promise  i dont suck  please spread my covers around  subscribe  amp  share  thanks so much for all your support  lucas trigo  stay awesome  ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,Angel,2014-11-02T17:27:09,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,80,hi there i m group leader of angel  a rookie korean pop group  we have four  members  chanicka  julie  stephanie  and myself  leah  please feel free to  check out our channel and leave some feedback on our cover videos     criticism is welcome as we know we re not top notch singers so please come  leave some constructive feedback on our videos  we appreciate any chance to  improve before auditioning for a korean management company  we plan on  auditioning for jyp  bighit  jellyfish  yg or sm  thank you for taking time  out of your day to read this  ,1,"-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1"
z12jud4o3n34v5wph04ce3db0y2njn55gog0k,Kaya Roberts,2014-11-02T20:00:37,Admit it you just came here to check the number of viewers ﻿,0,82,admit it you just came here to check the number of viewers ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12xxjkwevvjzvvms22xz3sjqovty3qip04,Prim N.,2014-11-02T22:48:21,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0,83,just coming to check if people are still viewing this video  and  apparently  they still do ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13ydfww3ruysvtmv23muhspwqqjszwjc04,James Ridge,2014-11-02T23:25:44,Check my first video out﻿,1,84,check my first video out,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13vs53zipmszf1ib04cerd5xlmzdz5qlzw0k,Minecraft-Viasat,2014-11-03T14:38:53,Check my channel﻿,1,85,check my channel,0,"-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z135fnx4ntvdx1rzn04cih1ihmqtsrbzcno0k,Backup Plus,2014-11-03T17:39:07,Suscribe My Channel Please XD lol﻿,1,87,suscribe my channel please xd lol,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z12wvpdwfzzkfrerq04civhigpqrcxmxjzc0k,Никита Безухов,2014-11-03T21:38:17,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1,91,https   www indiegogo com projects cleaning the pan       please halp me  with my project,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13tdv5jmlfpzj1rf04cd3ng4ljqjngxflg0k,Михаил Панкратов,2014-11-03T22:22:14,There is one video on my channel about my brother...﻿,1,92,there is one video on my channel about my brother   ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12ufn5puwnve3b2k22ntjqogym0fllgb04,Angek95,2014-11-03T22:28:56,"Check my channel, please!﻿",1,93,check my channel  please ,0,"-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z132v5iajkjuhfkyn04cg3mxclnnzj0yxmo0k,richardex8,2014-11-03T23:03:03,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0,95,why does this video have so many views  because asian things are awesome and non asian countries are jelly so they  try to learn from asia by looking at this video d ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12mtx5hxnutsxzfn23tsljjrm2mwxtwm04,Олег Пась,2014-11-03T23:29:00,Plizz withing my channel ﻿,1,96,plizz withing my channel ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z121ft552pzpzhiab04cffmwitfii3lr5v40k,Crooked Gaming,2014-11-04T00:00:57,I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,1,97,i made a gaming channel  unique right    l angry minecraft ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z135jnejqyylxvxc323tifugxr3idl1oq04,Monwar Sarkar,2014-11-04T00:18:07,Please help me go here http://www.gofundme.com/littlebrother﻿,1,98,please help me go here http   www gofundme com littlebrother,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13juvrhisuzsfczo04cgnsxhlfdiz2rhho,Imprezzi Vidzz,2014-11-04T03:12:23,"My videos are half way decent, check them out if you want.﻿",1,101,my videos are half way decent  check them out if you want ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12zdj5ptyzpurkan04chtsqjszjxfmrk2w,Gloria Garcia,2014-11-04T11:38:51,subscribe to itz recaps and above diddle﻿,1,103,subscribe to itz recaps and above diddle,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13tczojhrqbjhv2c23kfby5wpysgpopa04,Lars Zaadstra,2014-11-04T13:54:25,Sub to my channel visuelgamingzNL I sub back﻿,1,106,sub to my channel visuelgamingznl i sub back,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13qgx0yzwf1uj1xm04ccbkhjnrsgz0i41g,firo mota,2014-11-04T14:38:42,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE﻿,1,107,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back  d hoppa hoppa gangam style,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm,TIGERIO_,2014-11-04T19:46:38,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1,111,ehi guys can you subscribe in my channel  i am a new youtuber and i play  minecraft thanks guys     subscribe ,1,"-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13kfzqicymszt0jp04ci5gqvqemyb2jsp00k,OFFICIAL LEXIS,2014-11-04T20:22:21,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,1,112,hi everyone  do you like music  then why not check out my music channel   the lexis band will be uploading their own songs and covers soon so don t  miss out  please subscribe too as it does help us out a lot  just takes one  click    gt ,0,"-1,-1,0,1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1"
